shape,rid,role,text,name,note,processor_flagged
"X6 abbreviated alt (ends ׳)","Q00599","alt","פַּיּיוֹ׳","פַּיּוֹטוֹת","","false"
"X6 abbreviated alt (ends ׳)","Q00603","alt","פִּיּיוּ׳","פִּיּוּסָא","","false"
"X6 abbreviated alt (ends ׳)","Q00616","alt","פִּטּ׳","פִּיטּוּם","","false"
"X6 abbreviated alt (ends ׳)","Q00617","alt","פִּטּ׳","פִּיטּוּמָא","","false"
"X6 abbreviated alt (ends ׳)","Q00618","alt","פִּטּ׳","פִּיטּוּמָא²","","false"
"X6 abbreviated alt (ends ׳)","Q00621","alt","פִּטּ׳","*פִּיטּוּרָה","","false"
"X6 abbreviated alt (ends ׳)","Q00622","alt","פִּטּ׳","פִּיטּוּרֵי","","false"
"X6 abbreviated alt (ends ׳)","Q00623","alt","פִּטּ׳","פִּיטּוּרִין","","false"
"X6 abbreviated alt (ends ׳)","Q00624","alt","פִּטְ׳","פִּיטְטָא","","false"
"X6 abbreviated alt (ends ׳)","Q00628","alt","פִּטְ׳","פִּיטְמָא","","false"
"X6 abbreviated alt (ends ׳)","Q00629","alt","פִּטְ׳","פִּיטְמָא II","","false"
"X6 abbreviated alt (ends ׳)","Q00633","alt","פִּטְ׳","פִּיטְקָא","","false"
"X6 abbreviated alt (ends ׳)","Q00636","alt","פִּטְ׳","פִּיטְרָא III","","false"
"X6 abbreviated alt (ends ׳)","Q00638","alt","פִּטְ׳","פִּיטְרוֹס","","false"
"X6 abbreviated alt (ends ׳)","Q00674","alt","פִּלּ׳","פִּילּוּג²","","false"
"X6 abbreviated alt (ends ׳)","Q00675","alt","פִּילָ׳","פַּיְלָוָון","","false"
"X6 abbreviated alt (ends ׳)","Q00677","alt","פּלּ׳","פִּילּוּל","","false"
"X6 abbreviated alt (ends ׳)","Q00696","alt","פִּלְ׳","פִּילְיָא","","false"
"X6 abbreviated alt (ends ׳)","Q00712","alt","פִּלָ׳","פִּילָקִי","","false"
"X6 abbreviated alt (ends ׳)","Q00721","alt","פִּנּ׳","פִּינּוּי","","false"
"X6 abbreviated alt (ends ׳)","Q00722","alt","פִּנּ׳","פִּינּוּכָא","","false"
"X6 abbreviated alt (ends ׳)","Q00727","alt","פִּנּ׳","פִּינּוּקָא","","false"
"X6 abbreviated alt (ends ׳)","Q00730","alt","פִּנְ׳","פִּינִיתָא","","false"
"X6 abbreviated alt (ends ׳)","Q00735","alt","פִּנְ׳","פִּינְקַאי","","false"
"X6 abbreviated alt (ends ׳)","Q00738","alt","פִּנַ׳","פִּינְקֵס²","","false"
"X6 abbreviated alt (ends ׳)","Q00748","alt","פִּסּ׳","פִּיסּוּל","","false"
"X6 abbreviated alt (ends ׳)","Q00751","alt","פִּסּ׳","פִּיסּוּק","","false"
"X6 abbreviated alt (ends ׳)","Q00753","alt","פִּסְ׳","פִּיסְטִין","","false"
"X6 abbreviated alt (ends ׳)","Q00760","alt","פִּסּ׳","פִּיסִּים","","false"
"X6 abbreviated alt (ends ׳)","Q00761","alt","פִּסְ׳","פִּיסְעָא","","false"
"X6 abbreviated alt (ends ׳)","Q00772","alt","פִּסְּ׳","פִּיסְּתָא","","false"
"X6 abbreviated alt (ends ׳)","Q00773","alt","פִסְ׳","פִּיסְתְּקָא","","false"
"X6 abbreviated alt (ends ׳)","Q00787","alt","פִּיפְיָיר׳","פִּיפְיָיארוֹת","","false"
"X6 abbreviated alt (ends ׳)","Q00792","alt","פִּצּ׳","פִּיצּוּלַיָּא","","false"
"X6 abbreviated alt (ends ׳)","Q00794","alt","פִּצְ׳","פִּיצְעָא","","false"
"X6 abbreviated alt (ends ׳)","Q00801","alt","פִּקּ׳","פִּיקּוּד","","false"
"X6 abbreviated alt (ends ׳)","Q00802","alt","פִּקּ׳","פִּיקּוּדָא","","false"
"X6 abbreviated alt (ends ׳)","Q00803","alt","פִּקּ׳","פִּיקּוּחַ","","false"
"X6 abbreviated alt (ends ׳)","Q00816","alt","פִּקְ׳","פִּיקְסִינָה","","false"
"X6 abbreviated alt (ends ׳)","Q00818","alt","פִּקְ׳","פִּיקְעִין","","false"
"X6 abbreviated alt (ends ׳)","Q00837","alt","פֵּר׳","פֵּירוּכָא","","false"
"X6 abbreviated alt (ends ׳)","Q00838","alt","פֵּר׳","פֵּירוּכָא²","","false"
"X6 abbreviated alt (ends ׳)","Q00839","alt","פֵּר׳","פֵּירוּכְיָיא","","false"
"X6 abbreviated alt (ends ׳)","Q00843","alt","פֵּר׳","פֵּירוּק","","false"
"X6 abbreviated alt (ends ׳)","Q00844","alt","פֵּר׳","פֵּירוּקָא","","false"
"X6 abbreviated alt (ends ׳)","Q00845","alt","פֵּר׳","פֵּירוּר","","false"
"X6 abbreviated alt (ends ׳)","Q00846","alt","פֵּר׳","פֵּירוּרָא","","false"
"X6 abbreviated alt (ends ׳)","Q00847","alt","פֵּר׳","פֵּירוּשׁ","","false"
"X6 abbreviated alt (ends ׳)","Q00848","alt","פֵּר׳","פֵּירוּשׁ²","","false"
"X6 abbreviated alt (ends ׳)","Q00852","alt","פִּרְ׳","פִּירְטָא","","false"
"X6 abbreviated alt (ends ׳)","Q00858","alt","פִּרְ׳","פִּירְכָא","","false"
"X6 abbreviated alt (ends ׳)","Q00859","alt","פִּרְ׳","פִּירְכּוּס I","","false"
"X6 abbreviated alt (ends ׳)","Q00860","alt","פִּרְ׳","פִּירְכּוּס II","","false"
"X6 abbreviated alt (ends ׳)","Q00861","alt","פִּרְ׳","פִּירְכּוּסָא","","false"
"X6 abbreviated alt (ends ׳)","Q00868","alt","פִּרְ׳","פִּירְסוּמֵי","","false"
"X6 abbreviated alt (ends ׳)","Q00870","alt","פֵּרָ׳","פֵּירָעוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q00872","alt","פִּרְ׳","פִּירְצָא","","false"
"X6 abbreviated alt (ends ׳)","Q00876","alt","פּוּרְ׳","פִּירְקְתָא","","false"
"X6 abbreviated alt (ends ׳)","Q00877","alt","פִּר׳","פִּירְשָׁא","","false"
"X6 abbreviated alt (ends ׳)","Q00878","alt","פִּרְ׳","פִּירְשָׁע","","false"
"X6 abbreviated alt (ends ׳)","Q00879","alt","פִּשּׁ׳","פִּישּׁוּט","","false"
"X6 abbreviated alt (ends ׳)","Q00887","alt","פִּשְׁ׳","פִּישְׁרָא","","false"
"X6 abbreviated alt (ends ׳)","Q00890","alt","פִּתּ׳","פִּיתּוּחַ","","false"
"X6 abbreviated alt (ends ׳)","Q00891","alt","פִּתּ׳","פִּיתּוּחָא","","false"
"X6 abbreviated alt (ends ׳)","Q00892","alt","פִּתּ׳","פִּיתּוּי","","false"
"X6 abbreviated alt (ends ׳)","Q00893","alt","פִּתּ׳","פִּיתּוּלָא","","false"
"X6 abbreviated alt (ends ׳)","Q00899","alt","פִּתֵּ׳","פִּיתֵּחַ","","false"
"X6 abbreviated alt (ends ׳)","Q00905","alt","פִּתְ׳","פִּיתַק","","false"
"X6 abbreviated alt (ends ׳)","Q00908","alt","פִּתְּ׳","פִּיתְּתָא","","false"
"X6 abbreviated alt (ends ׳)","Q00958","alt","פִּילְדֵּי׳","פַּלְדֵּיסִין","","false"
"X6 abbreviated alt (ends ׳)","Q00964","alt","פְּלֻגְ׳","פְּלוּגְתָּא","","false"
"X6 abbreviated alt (ends ׳)","Q00993","alt","פִּי׳","פִּלְחָא","","false"
"X6 abbreviated alt (ends ׳)","Q00994","alt","פַּ׳","פָּלְחָא","","false"
"X6 abbreviated alt (ends ׳)","Q00995","alt","פַּ׳","פָּלְחָא²","","false"
"X6 abbreviated alt (ends ׳)","Q01005","alt","פַּלְ׳","פָּלָטוֹרָא","","false"
"X6 abbreviated alt (ends ׳)","Q01010","alt","פְּלַטְיָי׳","פְּלַטְיָא II","","false"
"X6 abbreviated alt (ends ׳)","Q01020","alt","פַּלָּאטִ׳","פַּלָּטִינוֹס","","false"
"X6 abbreviated alt (ends ׳)","Q01028","alt","פַּלְטֵי׳","פַּלְטֵר","","false"
"X6 abbreviated alt (ends ׳)","Q01030","alt","פַּלְטֵי׳","פַּלְטֵרִין","","false"
"X6 abbreviated alt (ends ׳)","Q01030","alt","פַּלְטוֹ׳","פַּלְטֵרִין","","false"
"X6 abbreviated alt (ends ׳)","Q01071","alt","פִּי׳","פֶּלֶךְ²","","false"
"X6 abbreviated alt (ends ׳)","Q01111","alt","פִּילְ׳","פִּלְפּוּל","","false"
"X6 abbreviated alt (ends ׳)","Q01112","alt","פִּילְ׳","פִּלְפּוּלָא","","false"
"X6 abbreviated alt (ends ׳)","Q01117","alt","פִּילְ׳","פִּלְפָּל","","false"
"X6 abbreviated alt (ends ׳)","Q01118","alt","פִּילְ׳","פִּלְפְּלָא","","false"
"X6 abbreviated alt (ends ׳)","Q01119","alt","פִּילְ׳","פִּלְפְּלָן","","false"
"X6 abbreviated alt (ends ׳)","Q01125","alt","פִּילַ׳","פִּלַּקְתָּא","","false"
"X6 abbreviated alt (ends ׳)","Q01140","alt","פְּמַ׳","פַּמִּילְיָיא","","false"
"X6 abbreviated alt (ends ׳)","Q01142","alt","פְּמַ׳","פַּמַּלְיָא","","false"
"X6 abbreviated alt (ends ׳)","Q01177","alt","פִּינְ׳","פֶּנְטִיגוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q01177","alt","פּוּנְ׳","פֶּנְטִיגוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q01182","alt","פַּנְטַסְכְנָ׳","פַּנְטַסְכִינָאֵי","","false"
"X6 abbreviated alt (ends ׳)","Q01204","alt","פְּנִקְ׳","פְּנִיקְיָא","","false"
"X6 abbreviated alt (ends ׳)","Q01223","alt","פִּי׳","פַּס","","false"
"X6 abbreviated alt (ends ׳)","Q01229","alt","פִּסְ׳","פַּסְגָּא","","false"
"X6 abbreviated alt (ends ׳)","Q01229","alt","פִּיסְ׳","פַּסְגָּא","","false"
"X6 abbreviated alt (ends ׳)","Q01255","alt","פִּי׳","פִּסֵּחַ","","false"
"X6 abbreviated alt (ends ׳)","Q01257","alt","פִּי׳","פִּסְחָא","","false"
"X6 abbreviated alt (ends ׳)","Q01276","alt","פְּסֵי׳","פְּסִידָא","","false"
"X6 abbreviated alt (ends ׳)","Q01278","alt","פִּשָּׂ׳","פִּסָּיוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q01278","alt","פִּי׳","פִּסָּיוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q01280","alt","פִּיסְ׳","פִּסְיוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","Q01281","alt","פִּיסְ׳","פִּסְיוֹנִי","","false"
"X6 abbreviated alt (ends ׳)","Q01282","alt","פִּי׳","פִּסְיוֹנִי²","","false"
"X6 abbreviated alt (ends ׳)","Q01309","alt","פִּיסְ׳","פְּסִיפָּס","","false"
"X6 abbreviated alt (ends ׳)","Q01318","alt","פִּסְקְ׳","פְּסִיקְיָא","","false"
"X6 abbreviated alt (ends ׳)","Q01319","alt","פְּסִקְ׳","פְּסִיקְתָּא","","false"
"X6 abbreviated alt (ends ׳)","Q01329","alt","פִּי׳","פִּסְלָא","","false"
"X6 abbreviated alt (ends ׳)","Q01353","alt","פִּי׳","פִּסְקָא","","false"
"X6 abbreviated alt (ends ׳)","Q01427","alt","פְּ׳","פַּצִּיד","","false"
"X6 abbreviated alt (ends ׳)","Q01451","alt","פִּיקָּ׳","פִּקָּדוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q01452","alt","פִּיקְ׳","פִּקְדּוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","Q01459","alt","הַפְּ׳","פְּקוֹלִי","","false"
"X6 abbreviated alt (ends ׳)","Q01477","alt","פִּיקֵּ׳","פִּקֵּחַ","","false"
"X6 abbreviated alt (ends ׳)","Q01481","alt","פִּי׳","פִּקְטִים","","false"
"X6 abbreviated alt (ends ׳)","Q01509","alt","פִּיקְ׳","פִּקְפּוּק","","false"
"X6 abbreviated alt (ends ׳)","Q01525","alt","פִּי׳","פִּקְתָא","","false"
"X6 abbreviated alt (ends ׳)","Q01568","alt","פְּרַקְמַ׳","פְּרַגְמָטוֹטֵיס","","false"
"X6 abbreviated alt (ends ׳)","Q01569","alt","פְּרַקְ׳","פְּרַגְמַטְיָא","","false"
"X6 abbreviated alt (ends ׳)","Q01570","alt","פרגמיט׳","פְּרַגְמָטִיוְטָא","","false"
"X6 abbreviated alt (ends ׳)","Q01593","alt","פרסתק׳","פַּרְדַּסְקִין","","false"
"X6 abbreviated alt (ends ׳)","Q01595","alt","פַּרְדִּישְׁ׳","פַּרְדַּשְׁנָא","","false"
"X6 abbreviated alt (ends ׳)","Q01602","alt","פרח׳","פרהדיא","","false"
"X6 abbreviated alt (ends ׳)","Q01607","alt","פָּרָהפִרְ׳","פָּרָהפוּרְנוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q01609","alt","פרואמי׳","פרואמה","","false"
"X6 abbreviated alt (ends ׳)","Q01639","alt","פַּרְוָר׳","פַּרְוָורָא","","false"
"X6 abbreviated alt (ends ׳)","Q01668","alt","פְּרוֹטֹגַ׳","פְּרוֹטוֹגַמְיָא","","false"
"X6 abbreviated alt (ends ׳)","Q01680","alt","פַּרְוִוי׳","פַּרְוִילָא","","false"
"X6 abbreviated alt (ends ׳)","Q01689","alt","פָּרֻכְ׳","פָּרוּכְתָּא","","false"
"X6 abbreviated alt (ends ׳)","Q01722","alt","פֵּיר׳","פֵּרוּעַ²","","false"
"X6 abbreviated alt (ends ׳)","Q01723","alt","פְּרוֹפְסִ׳","פְּרוֹפּוֹסִיטוֹס","","false"
"X6 abbreviated alt (ends ׳)","Q01746","alt","פִּירְ׳","פִּרְזוֹמָא","","false"
"X6 abbreviated alt (ends ׳)","Q01747","alt","פִּירְ׳","פִּרְזוּמָא","","false"
"X6 abbreviated alt (ends ׳)","Q01750","alt","פּוּרְ׳","פַּרְזֶל","","false"
"X6 abbreviated alt (ends ׳)","Q01757","alt","פִּירְ׳","פְּרַח II","","false"
"X6 abbreviated alt (ends ׳)","Q01759","alt","פרחביל׳","פרחבלין","","false"
"X6 abbreviated alt (ends ׳)","Q01759","alt","פרחבינ׳","פרחבלין","","false"
"X6 abbreviated alt (ends ׳)","Q01782","alt","פִּירְ׳","פִּרְטְתָא II","","false"
"X6 abbreviated alt (ends ׳)","Q01792","alt","פָּרִדְ׳","פָּרִידְתָּא","","false"
"X6 abbreviated alt (ends ׳)","Q01822","alt","פריפיס׳","פְּרִיפּוֹסִיטִין","","false"
"X6 abbreviated alt (ends ׳)","Q01836","alt","פְּ׳","פָּרִישָׁא","","false"
"X6 abbreviated alt (ends ׳)","Q01886","alt","פִּירְ׳","פִּרְנוּס","","false"
"X6 abbreviated alt (ends ׳)","Q01887","alt","פִּירְ׳","פִּרְנוּק","","false"
"X6 abbreviated alt (ends ׳)","Q01934","alt","פִּירְ׳","פִּרְסֵם","","false"
"X6 abbreviated alt (ends ׳)","Q01938","alt","פִּירְ׳","פִּרְסְקָא","","false"
"X6 abbreviated alt (ends ׳)","Q01961","alt","פִּירְ׳","פִּרְפֵּר","","false"
"X6 abbreviated alt (ends ׳)","Q01963","alt","פִּירְ׳","פִּרְפֵּר²","","false"
"X6 abbreviated alt (ends ׳)","Q01974","alt","פִּירְ׳","פִּרְצָה","","false"
"X6 abbreviated alt (ends ׳)","Q01983","alt","פִּי׳","פִּרְקָא","","false"
"X6 abbreviated alt (ends ׳)","Q01993","alt","פֵּי׳","פֵּרָקוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q01994","alt","פִּי׳","פִּרְקוּנָא","","false"
"X6 abbreviated alt (ends ׳)","Q02011","alt","פָּרְ׳","פֻּרְקָן","","false"
"X6 abbreviated alt (ends ׳)","Q02088","alt","פִּי׳","פִּשְׁפּוּשׁ","","false"
"X6 abbreviated alt (ends ׳)","Q02090","alt","פִּי׳","פִּשְׁפֵּשׁ","","false"
"X6 abbreviated alt (ends ׳)","Q02094","alt","פִּי׳","פִּשְׁפָּשׁ","","false"
"X6 abbreviated alt (ends ׳)","Q02148","alt","פִּי׳","פִּתְחָא","","false"
"X6 abbreviated alt (ends ׳)","Q02149","alt","פִּי׳","פִּתְחוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q02191","alt","פִּו׳","פֶּתֶן²","","false"
"X6 abbreviated alt (ends ׳)","Q02193","alt","פִּי׳","פִּתְפּוּת","","false"
"X6 abbreviated alt (ends ׳)","Q02202","alt","פִּי׳","פְּתַר II","","false"
"X6 abbreviated alt (ends ׳)","Q02203","alt","פִּי׳","*פִּתְרָא","","false"
"X6 abbreviated alt (ends ׳)","R00030","alt","צִי׳","צִבְחַד","","false"
"X6 abbreviated alt (ends ׳)","R00040","alt","צִי׳","צִבְיוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","R00058","alt","צִי׳","צֶבַע²","","false"
"X6 abbreviated alt (ends ׳)","R00061","alt","צִי׳","צִבְעָא","","false"
"X6 abbreviated alt (ends ׳)","R00062","alt","צִי׳","צִבְעָא²","","false"
"X6 abbreviated alt (ends ׳)","R00064","alt","צִי׳","צִבְעוֹן II","","false"
"X6 abbreviated alt (ends ׳)","R00065","alt","צִי׳","צִבְעוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","R00075","alt","צִבְ׳","צַבְתָּא","","false"
"X6 abbreviated alt (ends ׳)","R00076","alt","צִי׳","צִבְתָא","","false"
"X6 abbreviated alt (ends ׳)","R00116","alt","צִי׳","צִדְעָא","","false"
"X6 abbreviated alt (ends ׳)","R00152","alt","צַוּו׳","צַיַּאר","","false"
"X6 abbreviated alt (ends ׳)","R00174","alt","צְוַחְ׳","צְוַוחְתָּא","","false"
"X6 abbreviated alt (ends ׳)","R00174","alt","צִיוְ׳","צְוַוחְתָּא","","false"
"X6 abbreviated alt (ends ׳)","R00220","alt","הַצּ׳","צוֹפִים","","false"
"X6 abbreviated alt (ends ׳)","R00231","alt","צוֹצַלְ׳","צוֹצְלָא","","false"
"X6 abbreviated alt (ends ׳)","R00259","alt","צִרְעֲ׳","צוּרְעָא","","false"
"X6 abbreviated alt (ends ׳)","R00259","alt","צִירְ׳","צוּרְעָא","","false"
"X6 abbreviated alt (ends ׳)","R00271","alt","צָה׳","צָחוּתָא","","false"
"X6 abbreviated alt (ends ׳)","R00273","alt","צה׳","צְחִי","","false"
"X6 abbreviated alt (ends ׳)","R00280","alt","צִי׳","צִחְצוּחַ","","false"
"X6 abbreviated alt (ends ׳)","R00281","alt","צִי׳","צִחְצוּחָא","","false"
"X6 abbreviated alt (ends ׳)","R00295","alt","צִבּ׳","צִיבּוּר","","false"
"X6 abbreviated alt (ends ׳)","R00296","alt","צִבּ׳","צִיבּוּר²","","false"
"X6 abbreviated alt (ends ׳)","R00311","alt","צַיְי׳","צִידוֹן","","false"
"X6 abbreviated alt (ends ׳)","R00312","alt","צִדּ׳","צִידּוּק","","false"
"X6 abbreviated alt (ends ׳)","R00317","alt","צִה׳","צִיהוּב","","false"
"X6 abbreviated alt (ends ׳)","R00335","alt","צַיָּד׳","צַיָּיד²","","false"
"X6 abbreviated alt (ends ׳)","R00373","alt","צִמּ׳","צִימּוּחַ²","","false"
"X6 abbreviated alt (ends ׳)","R00375","alt","צִמּ׳","צִימּוּק","","false"
"X6 abbreviated alt (ends ׳)","R00377","alt","צִמֵּ׳","צִימֵּחַ","","false"
"X6 abbreviated alt (ends ׳)","R00382","alt","צוּמְצְ׳","צִימְצְמָאֵי","","false"
"X6 abbreviated alt (ends ׳)","R00383","alt","צִמְ׳","צִימְרָא","","false"
"X6 abbreviated alt (ends ׳)","R00388","alt","צִנַּ׳","צִינַּבְרָאָה","","false"
"X6 abbreviated alt (ends ׳)","R00399","alt","צִנְּ׳","צִינְּתָא","","false"
